Model,roc_auc_mean,roc_auc_std,average_precision_mean,average_precision_std,accuracy_mean,accuracy_std,f1_mean,f1_std,recall_mean,recall_std,precision_mean,precision_std,best_threshold
L1 (Lasso),0.6086416666666666,0.0461731914763438,0.546051722712843,0.06030461407532498,0.5954878048780488,0.05042000868138849,0.5064884135472371,0.04375155185720756,0.5308333333333334,0.04019051850595831,0.4879458450046686,0.06338179307739568,0.4277034319629087
L2 (Ridge),0.6280708333333334,0.07515667385535367,0.556064233449281,0.06699572530632461,0.6206097560975609,0.04046575949923703,0.5246278696177276,0.062076597527616295,0.5441666666666667,0.09180292902613608,0.5118595130359836,0.04525377632143012,0.49630884867609265
