model,roc_auc_mean,roc_auc_std,average_precision_mean,average_precision_std,accuracy_mean,accuracy_std,f1_mean,f1_std,recall_mean,recall_std,precision_mean,precision_std
xgboost,0.6432541666666667,0.03603881106221151,0.5578543007601728,0.056697835362331694,0.65,0.07282336244493955,0.5024516129032258,0.10003122280093676,0.45499999999999996,0.09669539802906858,0.5666666666666667,0.1169045194450012
